imdb_id,name,imdb_rating,meta_score,votes,genres,runtime,certificate,revenue,budget,release_date,language
tt0114369,Se7en,8.6,65,1328756,"Crime, Drama, Mystery",127,R,327311859,33000000,1995-09-22,English
tt0112573,Braveheart,8.3,68,909573,"Biography, Drama, History",178,R,213216216,72000000,1995-05-24,English
tt0114709,Toy Story,8.3,95,823771,"Animation, Adventure, Comedy",81,G,406594102,30000000,1995-11-22,English
tt0112442,Bad Boys,6.9,41,212711,"Action, Comedy, Crime",119,R,141407024,19000000,1995-04-07,English
tt0112641,Casino,8.2,73,425939,"Crime, Drama",178,R,116112375,52000000,1995-11-22,English
tt0113277,Heat,8.2,76,536313,"Crime, Drama, Thriller",170,R,187436818,60000000,1995-12-15,English
tt0113497,Jumanji,7,39,278823,"Adventure, Comedy, Family",104,PG,262821940,65000000,1995-12-15,English
tt0112697,Clueless,6.8,68,162060,"Comedy, Romance",97,PG-13,56631572,12000000,1995-07-19,English
tt0110006,Heavyweights,6.6,42,23438,"Comedy, Drama, Family",100,PG,17689177,0,1995-02-17,English
tt0114814,The Usual Suspects,8.5,77,929251,"Crime, Mystery, Thriller",106,R,23341568,6000000,1995-09-15,English
tt0112462,Batman Forever,5.4,51,224854,"Action, Adventure, Fantasy",121,PG-13,336567531,100000000,1995-06-16,English
tt0113118,Friday,7.3,54,92900,"Comedy, Drama",91,R,28215918,3500000,1995-04-26,English
tt0113189,GoldenEye,7.2,65,226472,"Action, Adventure, Thriller",130,PG-13,352194034,60000000,1995-11-17,English
tt0114746,12 Monkeys,8,74,548307,"Mystery, Sci-Fi, Thriller",129,R,168839459,29000001,1996-01-05,English
tt0114148,Pocahontas,6.7,58,157286,"Animation, Adventure, Drama",81,G,346079773,55000000,1995-06-23,English
tt0114898,Waterworld,6.2,56,170444,"Action, Adventure, Sci-Fi",135,PG-13,264218220,175000000,1995-07-28,English
tt0112508,Billy Madison,6.4,16,123578,Comedy,89,PG-13,26488734,10000000,1995-02-10,English
tt0114436,Showgirls,4.8,16,58533,Drama,128,NC-17,20350754,45000000,1995-09-22,English
tt0112384,Apollo 13,7.6,77,251602,"Adventure, Drama, History",140,PG,355237933,52000000,1995-06-30,English
tt0113540,Kids,7.1,63,69142,Drama,91,Unrated,7412216,1500000,1995-09-01,English
tt0112642,Casper,6.1,49,111027,"Comedy, Family, Fantasy",100,PG,287928194,50000000,1995-05-26,English
tt0114388,Sense and Sensibility,7.6,84,94518,"Drama, Romance",136,PG,134582776,16000000,1996-01-26,English
tt0112471,Before Sunrise,8.1,77,245537,"Drama, Romance",101,R,5986708,2500000,1995-01-27,English
tt0112864,Die Hard with a Vengeance,7.6,58,346567,"Action, Adventure, Thriller",128,R,366236538,90000000,1995-05-19,English
tt0114508,Species,5.8,49,70573,"Action, Horror, Sci-Fi",108,R,113374103,35000000,1995-07-07,English
tt0113627,Leaving Las Vegas,7.5,82,108620,"Drama, Romance",111,R,32029928,3600000,1996-02-09,English
tt0113321,Home for the Holidays,6.6,56,11000,"Comedy, Drama, Romance",103,PG-13,17519169,20000000,1995-11-03,English
tt0114681,To Die For,6.8,86,41084,"Comedy, Crime, Drama",106,R,21284514,20000000,1995-10-06,English
tt0113243,Hackers,6.2,46,62566,"Comedy, Crime, Drama",107,PG-13,7563728,20000000,1995-09-15,English
tt0113855,Mortal Kombat,5.8,58,95594,"Action, Adventure, Fantasy",101,PG-13,122195920,18000000,1995-08-18,English
tt0112461,The Basketball Diaries,7.3,46,96167,"Biography, Crime, Drama",102,R,2381087,0,1995-04-21,English
tt0114214,The Quick and the Dead,6.4,49,80197,"Action, Romance, Thriller",107,R,18636537,32000000,1995-02-10,English
tt0112851,Desperado,7.2,55,163185,"Action, Thriller",104,R,25405445,7000000,1995-08-25,English
tt0114694,Tommy Boy,7.1,46,72143,"Adventure, Comedy",97,PG-13,32679899,0,1995-03-31,English
tt0114924,While You Were Sleeping,6.7,67,85844,"Comedy, Drama, Romance",103,PG,182057016,17000000,1995-04-21,English
tt0112715,Congo,5.2,22,40043,"Action, Adventure, Mystery",109,PG-13,152022101,50000000,1995-06-09,English
tt0113161,Get Shorty,6.9,82,72286,"Comedy, Crime, Thriller",105,R,115101622,30250000,1995-10-20,English
tt0112950,Empire Records,6.7,30,46490,"Comedy, Drama, Music",90,PG-13,273188,0,1995-10-20,English
tt0114319,Sabrina,6.3,56,34566,"Comedy, Drama, Romance",127,PG,53672080,58000000,1995-12-15,English
tt0114682,"To Wong Foo Thanks for Everything, Julie Newmar",6.6,60,26382,"Comedy, Drama",109,PG-13,47774193,0,1995-09-08,English
tt0114558,Strange Days,7.2,66,63637,"Action, Crime, Drama",145,R,7959291,42000000,1995-10-13,English
tt0114614,Tank Girl,5.3,46,28729,"Action, Comedy, Sci-Fi",104,R,4064495,25000000,1995-03-31,English
tt0110443,Major Payne,6.2,34,28653,"Adventure, Comedy, Family",95,PG-13,30112050,0,1995-03-24,English
tt0112579,The Bridges of Madison County,7.6,66,67227,"Drama, Romance",135,PG-13,182016617,24000000,1995-06-02,English
tt0113749,Mallrats,7.1,41,110971,"Comedy, Romance",94,R,2122561,6000000,1995-10-20,English
tt0113253,Halloween: The Curse of Michael Myers,4.9,10,28930,"Horror, Thriller",87,R,15116634,5000000,1995-09-29,English
tt0112572,The Brady Bunch Movie,6,54,19707,Comedy,90,PG-13,46576136,12000000,1995-02-17,English
tt0112431,Babe,6.7,83,110989,"Comedy, Drama, Family",91,G,254134910,30000000,1995-08-04,English
tt0112281,Ace Ventura: When Nature Calls,6.4,45,191732,"Adventure, Comedy, Crime",90,PG-13,212385533,30000000,1995-11-10,English
tt0112818,Dead Man Walking,7.5,80,84158,"Crime, Drama",122,R,39363635,11000000,1996-02-02,English
tt0114069,Outbreak,6.6,65,102456,"Action, Drama, Thriller",127,R,189859560,50000000,1995-03-10,English
tt0113537,Kicking and Screaming,6.9,75,9521,"Comedy, Drama, Romance",96,R,718490,0,1995-10-06,English
tt0113820,Mighty Morphin Power Rangers: The Movie,5.2,40,23939,"Action, Adventure, Family",95,PG,66433194,15000000,1995-06-30,English
tt0109642,Dolores Claiborne,7.4,62,36182,"Crime, Drama, Mystery",132,R,24361867,0,1995-03-24,English
tt0113670,A Little Princess,7.7,83,30133,"Drama, Family, Fantasy",97,G,10015449,17000000,1995-05-19,English
tt0113280,Heavy,6.8,75,4185,"Drama, Romance",105,R,941414,0,1996-06-05,English
tt0112740,Crimson Tide,7.3,66,95368,"Action, Drama, Thriller",116,R,157387195,53000000,1995-05-12,English
tt0113862,Mr. Holland's Opus,7.3,59,33959,"Drama, Music",143,PG,106269971,23000000,1996-01-19,English
tt0113538,A Kid in King Arthur's Court,4.7,34,5411,"Adventure, Comedy, Family",89,PG,13406717,15000000,1995-08-11,English
tt0112792,Dangerous Minds,6.5,47,45597,"Biography, Drama",99,R,179519401,23000000,1995-08-11,English
tt0112817,Dead Man,7.6,62,85368,"Drama, Fantasy, Western",121,R,1037847,9000000,1996-05-10,English
tt0112346,The American President,6.8,67,49086,"Comedy, Drama, Romance",114,PG-13,107879496,62000000,1995-11-17,English
tt0113442,It Takes Two,5.9,45,18899,"Comedy, Family, Romance",101,PG,19474589,0,1995-11-17,English
tt0114852,Village of the Damned,5.6,41,27049,"Horror, Sci-Fi, Thriller",98,R,9418365,22000000,1995-04-28,English
tt0114906,Welcome to the Dollhouse,7.4,83,30389,"Comedy, Drama",88,R,4569019,800000,1996-05-24,English
tt0114608,Tales from the Crypt: Demon Knight,6.7,48,19973,"Action, Fantasy, Horror",92,R,21089146,13000000,1995-01-13,English
tt0114781,Under Siege 2: Dark Territory,5.5,52,41764,"Action, Thriller",100,R,104324083,60000000,1995-07-14,English
tt0114887,A Walk in the Clouds,6.7,54,29859,"Drama, Romance",102,PG-13,50008143,20000000,1995-08-11,English
tt0113305,Higher Learning,6.5,54,17098,"Crime, Drama, Romance",127,R,38290723,0,1995-01-11,English
tt0112760,Cutthroat Island,5.7,37,24684,"Action, Adventure, Comedy",124,PG-13,10017322,98000000,1995-12-22,English
tt0113419,The Indian in the Cupboard,6,58,24555,"Drama, Family, Fantasy",96,PG,35656131,45000000,1995-07-14,English
tt0112722,Copycat,6.6,54,50980,"Drama, Mystery, Thriller",123,R,32051917,20000000,1995-10-27,English
tt0112682,The City of Lost Children,7.6,73,62273,"Fantasy, Sci-Fi",112,R,1781465,18000000,1995-12-15,French
tt0113117,French Kiss,6.6,50,44738,"Comedy, Drama, Romance",111,PG-13,101982854,0,1995-05-05,English
tt0113986,Nine Months,5.5,47,33723,"Comedy, Romance",103,PG-13,138510230,0,1995-07-12,English
tt0114825,Vampire in Brooklyn,4.6,27,20371,"Comedy, Fantasy, Horror",100,R,19751736,20000000,1995-10-27,English
tt0114194,The Prophecy,6.5,44,27656,"Action, Crime, Drama",98,R,16115878,8000000,1995-09-01,English
tt0112857,Devil in a Blue Dress,6.7,78,16320,"Crime, Drama, Mystery",102,R,16140822,27000000,1995-09-29,English
tt0113957,The Net,5.9,51,57521,"Action, Crime, Drama",114,PG-13,110627965,22000000,1995-07-28,English
tt0114857,Virtuosity,5.6,39,26659,"Action, Crime, Sci-Fi",106,R,24047675,30000000,1995-08-04,English
tt0113819,Mighty Aphrodite,7,59,36282,"Comedy, Fantasy, Romance",95,R,6468498,15000000,1995-11-10,English
tt0113987,Nixon,7.1,66,27403,"Biography, Drama, History",192,R,13681765,44000000,1996-01-05,English
tt0113228,Grumpier Old Men,6.7,46,22815,"Comedy, Romance",101,PG-13,71518503,25000000,1995-12-22,English
tt0113010,Fair Game,4.3,13,11538,"Action, Crime, Romance",91,R,11534477,50000000,1995-11-03,English
tt0114323,Safe,7.2,76,11578,Drama,119,R,512245,1000000,1995-06-30,English
tt0114660,Things to Do in Denver When You're Dead,6.8,46,24994,"Crime, Drama",115,R,529766,7000000,1995-12-01,English
tt0112688,Clockers,6.9,71,19286,"Crime, Drama, Mystery",128,R,13071518,25000000,1995-09-13,English
tt0113041,Father of the Bride Part II,6,49,32071,"Comedy, Family, Romance",106,PG,76594107,30000000,1995-12-08,English
tt0114048,Operation Dumbo Drop,5.1,48,8095,"Action, Adventure, Comedy",107,PG,24670346,0,1995-07-28,English
tt0112887,The Doom Generation,6.1,48,13209,"Comedy, Crime, Drama",83,R,284785,0,1995-10-27,English
tt0112571,Boys on the Side,6.5,61,11296,"Comedy, Drama",115,R,23440188,21000000,1995-02-03,English
tt0112679,Circle of Friends,6.6,70,7733,"Drama, Romance",103,PG-13,23389975,0,1995-04-07,English
tt0114272,Restoration,6.6,66,8543,"Biography, Drama, History",117,R,4005941,19000000,1996-02-02,English
tt0113677,Living in Oblivion,7.5,81,15352,"Comedy, Drama",90,R,1111790,500000,1995-07-21,English
tt0114478,Smoke,7.4,70,31725,"Comedy, Drama",112,R,8367636,7000000,1995-06-09,English
tt0112744,The Crossing Guard,6.3,46,12196,"Drama, Thriller",111,R,868979,9000000,1995-11-16,English
tt0112255,3 Ninjas Knuckle Up,4.3,39,5046,"Comedy, Action, Family",85,PG-13,413479,0,1995-04-07,English
tt0114095,Party Girl,6.6,55,4193,Comedy,94,R,472370,150000,1995-06-09,English
tt0112541,Blue in the Face,6.7,54,8640,Comedy,83,R,1268636,2000000,1995-10-13,English
tt0113158,Georgia,6.6,81,2701,"Drama, Music",115,R,1110104,0,1995-12-08,English
tt0112585,The Brothers McMullen,6.6,73,7063,"Comedy, Drama, Romance",98,R,10426506,238000,1995-08-11,English
tt0113463,Jefferson in Paris,5.7,45,2699,"Biography, Drama, History",139,PG-13,2473668,14000000,1995-03-31,English
tt0114788,The Underneath,6.1,69,2983,"Crime, Thriller",99,R,536023,6500000,1995-04-28,English
tt0112749,"Cry, the Beloved Country",6.8,71,1628,"Drama, Thriller",106,PG-13,670727,0,1995-12-15,English
tt0114571,Stuart Saves His Family,5.2,54,2530,"Comedy, Drama",95,PG-13,912082,0,1995-04-12,English
tt0114798,Unstrung Heroes,6.7,70,2905,"Comedy, Drama",93,PG,7929434,0,1995-09-22,English
tt0113080,Flirt,6.3,46,1809,"Drama, Romance",85,R,263192,0,1996-08-07,English
tt0117666,Sling Blade,8,84,83127,Drama,135,R,24444121,1000000,1997-03-14,English
tt0116629,Independence Day,7,59,504249,"Action, Adventure, Sci-Fi",145,PG-13,817400891,75000000,1996-07-03,English
tt0117500,The Rock,7.4,58,297871,"Action, Adventure, Thriller",136,R,335062621,75000000,1996-06-07,English
tt0117913,A Time to Kill,7.5,54,122124,"Crime, Drama, Thriller",149,R,152266007,40000000,1996-07-24,English
tt0117509,Romeo + Juliet,6.7,60,199317,"Drama, Romance",120,PG-13,151841661,14500000,1996-11-01,English
tt0117008,Matilda,6.9,72,115649,"Comedy, Family, Fantasy",102,PG,33459416,36000000,1996-08-02,English
tt0117571,Scream,7.2,65,268687,"Horror, Mystery",111,R,173046663,14000000,1996-12-20,English
tt0116367,From Dusk Till Dawn,7.2,48,269741,"Action, Crime, Horror",108,R,25836616,19000000,1996-01-19,English
tt0116253,Executive Decision,6.4,62,47608,"Action, Adventure, Thriller",133,R,121969216,55000000,1996-03-15,English
tt0116282,Fargo,8.1,85,574838,"Crime, Drama, Thriller",98,R,60611975,7000000,1996-04-05,English
tt0116483,Happy Gilmore,7,31,184337,"Comedy, Sport",92,PG-13,41205099,12000000,1996-02-16,English
tt0117381,Primal Fear,7.7,47,168941,"Crime, Drama, Mystery",129,R,102616183,30000000,1996-04-03,English
tt0116583,The Hunchback of Notre Dame,6.9,74,131331,"Animation, Drama, Family",91,G,325338851,100000000,1996-06-21,English
tt0116705,Jingle All the Way,5.6,34,85289,"Comedy, Family",89,PG,129832389,60000000,1996-11-22,English
tt0116695,Jerry Maguire,7.3,77,227006,"Comedy, Drama, Romance",139,R,273552592,50000000,1996-12-13,English
tt0116996,Mars Attacks!,6.3,52,200297,"Comedy, Sci-Fi",106,PG-13,101371017,70000000,1996-12-13,English
tt0117705,Space Jam,6.4,59,145928,"Animation, Adventure, Comedy",88,PG,230418342,80000000,1996-11-15,English
tt0117060,Mission: Impossible,7.1,59,366116,"Action, Adventure, Thriller",110,PG-13,457731166,80000000,1996-05-22,English
tt0115963,The Craft,6.3,55,70467,"Drama, Fantasy, Horror",101,R,24819936,15000000,1996-05-03,English
tt0116209,The English Patient,7.4,87,168822,"Drama, Romance, War",162,R,231976425,27000000,1996-12-06,English
tt0117665,Sleepers,7.6,49,178022,"Crime, Drama, Thriller",147,R,165615285,44000000,1996-10-18,English
tt0117998,Twister,6.4,68,165152,"Action, Adventure, Thriller",113,Approved,494471524,92000000,1996-05-10,English
tt0115433,101 Dalmatians,5.7,49,94919,"Adventure, Comedy, Crime",103,G,320689294,75000000,1996-11-27,English
tt0116683,James and the Giant Peach,6.7,78,57048,"Animation, Adventure, Family",79,PG,28946127,38000000,1996-04-12,English
tt0116778,Kingpin,6.9,43,72975,"Comedy, Sport",114,PG-13,25023434,27000000,1996-07-26,English
tt0116669,Jack,5.8,31,53562,"Comedy, Drama, Fantasy",113,PG-13,58620973,45000000,1996-08-09,English
tt0115685,The Birdcage,7.1,72,74669,Comedy,117,R,185260553,31000000,1996-03-08,English
tt0117887,That Thing You Do!,6.9,71,57895,"Comedy, Drama, Music",108,PG,34585416,26000000,1996-10-04,English
tt0115736,Bound,7.3,61,47962,"Crime, Romance, Thriller",109,R,3802260,4500000,1996-10-04,English
tt0116313,The First Wives Club,6.4,58,39608,Comedy,103,PG,181489203,26000000,1996-09-20,English
tt0116287,Fear,6.2,51,37900,"Drama, Thriller",97,R,20831000,0,1996-04-12,English
tt0117110,Muppet Treasure Island,7,64,19689,"Action, Adventure, Comedy",99,G,34327391,0,1996-02-16,English
tt0116908,The Long Kiss Goodnight,6.8,44,68614,"Action, Crime, Drama",121,R,89456761,65000000,1996-10-11,English
tt0116225,Escape from L.A.,5.7,54,65672,"Action, Adventure, Sci-Fi",101,R,25477365,50000000,1996-08-09,English
tt0117802,Swingers,7.2,71,72098,"Comedy, Drama",96,R,4555020,200000,1997-04-11,English
tt0115798,The Cable Guy,6.1,56,144170,"Comedy, Drama, Thriller",96,PG-13,102825796,47000000,1996-06-14,English
tt0117218,The Nutty Professor,5.6,62,103835,"Comedy, Romance, Sci-Fi",95,PG-13,273961019,54000000,1996-06-28,English
tt0115624,Barb Wire,3.3,40,23841,"Action, Sci-Fi",98,R,3793614,0,1996-05-03,English
tt0116213,Eraser,6.1,56,98827,"Action, Drama, Thriller",115,R,242295562,100000000,1996-06-21,English
tt0116365,The Frighteners,7.1,52,78215,"Comedy, Fantasy, Horror",110,R,29359216,30000000,1996-07-19,English
tt0116041,The Daytrippers,6.8,73,3806,"Comedy, Drama",87,R,2099677,0,1997-03-05,English
tt0119256,Hard Eight,7.2,78,37266,"Crime, Drama",101,R,222559,3000000,1997-02-28,English
tt0117318,The People vs. Larry Flynt,7.3,79,83831,"Biography, Drama",129,R,20300385,36000000,1997-01-10,English
tt0115571,The Arrival,6.3,56,30177,"Sci-Fi, Thriller",115,PG-13,14063331,25000000,1996-05-31,English
tt0117918,Tin Cup,6.3,60,43785,"Comedy, Drama, Romance",135,R,53854588,45000000,1996-08-16,English
tt0117894,Thinner,5.8,33,26091,"Fantasy, Horror",93,R,15315484,8500000,1996-10-25,English
tt0117731,Star Trek: First Contact,7.6,71,112199,"Action, Adventure, Drama",111,PG-13,146027888,45000000,1996-11-22,English
tt0116756,Kazaam,3,24,22140,"Comedy, Family, Fantasy",93,PG,18937262,20000000,1996-07-17,English
tt0115639,Beautiful Girls,7.1,64,30152,"Comedy, Drama, Romance",112,R,10597759,0,1996-02-09,English
tt0117333,Phenomenon,6.4,41,71931,"Drama, Fantasy, Romance",123,PG,152036382,32000000,1996-07-03,English
tt0115956,Courage Under Fire,6.6,77,47694,"Action, Drama, Mystery",116,R,100860818,46000000,1996-07-12,English
tt0115678,Big Night,7.3,80,15737,"Drama, Romance",109,R,12008376,4100000,1996-09-20,English
tt0116191,Emma,6.6,66,33578,"Comedy, Drama, Romance",120,PG,22231658,6000000,1996-08-30,English
tt0115734,Bottle Rocket,7,66,65443,"Comedy, Crime, Drama",91,R,560069,7000000,1996-02-21,English
tt0117438,Ransom,6.6,60,112964,"Action, Crime, Thriller",121,R,309492681,80000000,1996-11-08,English
tt0116130,Down Periscope,6.1,39,19943,Comedy,92,PG-13,37553752,31000000,1996-03-01,English
tt0115759,Broken Arrow,6,61,87004,"Action, Adventure, Thriller",108,R,150270147,50000000,1996-02-09,English
tt0116311,First Kid,5.2,48,9565,"Family, Comedy",101,PG,26491793,0,1996-08-30,English
tt0116250,Evita,6.3,45,32584,"Biography, Drama, History",135,PG,141047179,55000000,1997-01-10,English
tt0116361,Freeway,6.8,61,25092,"Comedy, Crime, Drama",102,R,295493,3000000,1997-09-03,English
tt0116999,Marvin's Room,6.7,68,24028,Drama,98,PG-13,12803305,23000000,1997-02-28,English
tt0118073,A Very Brady Sequel,5.7,56,9494,Comedy,90,PG-13,21440752,12000000,1996-08-23,English
tt0116151,Dunston Checks In,5.3,54,11295,"Comedy, Adventure, Family",88,PG,9871065,0,1996-01-12,English
tt0117038,Michael,5.7,38,39111,"Comedy, Drama, Fantasy",105,PG,119718203,0,1996-12-25,English
tt0117039,Michael Collins,7.2,60,28069,"Biography, Drama, Thriller",133,R,11135803,25000000,1996-10-25,English
tt0115683,Bio-Dome,4.4,1,24906,Comedy,88,PG-13,13427615,15000000,1996-01-12,English
tt0116905,Lone Star,7.4,78,26563,"Drama, Mystery",135,R,12408986,5000000,1996-06-21,English
tt0117608,Sgt. Bilko,5.8,47,20502,Comedy,93,PG,37956793,39000000,1996-03-29,English
tt0118158,White Squall,6.6,53,20224,"Adventure, Drama",129,PG-13,10292300,38000000,1996-02-02,English
tt0116277,The Fan,5.9,32,44137,"Action, Drama, Sport",116,R,18626419,55000000,1996-08-16,English
tt0118111,Waiting for Guffman,7.5,71,25212,Comedy,84,R,2923982,4000000,1997-01-31,English
tt0117723,Spy Hard,5.4,25,34591,"Action, Comedy",81,PG-13,26960191,18000000,1996-05-24,English
tt0115632,Basquiat,6.9,65,18535,"Biography, Drama",107,R,3011195,3300000,1996-08-09,English
tt0117364,The Portrait of a Lady,6.2,61,10241,"Drama, Romance",144,PG-13,3692836,0,1997-01-17,English
tt0115641,Beavis and Butt-Head Do America,6.8,64,49199,"Animation, Adventure, Comedy",81,PG-13,63118386,12000000,1996-12-20,English
tt0115744,Brassed Off,7.1,60,17707,"Comedy, Drama, Romance",108,R,2576331,0,1997-05-23,English
tt0117826,Bordello of Blood,5.4,36,12544,"Comedy, Fantasy, Horror",87,R,5781045,13000000,1996-08-16,English
tt0115783,Bulletproof,5.8,30,33560,"Action, Comedy, Crime",84,R,22611954,25000000,1996-09-06,English
tt0116514,Hellraiser: Bloodline,5.2,21,18100,"Horror, Sci-Fi",85,R,9336886,4000000,1996-03-08,English
tt0116324,Flirting with Disaster,6.7,81,16915,Comedy,92,R,14702438,7000000,1996-04-12,English
tt0116322,Flipper,5.2,43,9588,"Adventure, Family",95,PG,20080020,25530000,1996-05-17,English
tt0116289,Feeling Minnesota,5.4,30,10140,"Comedy, Crime, Drama",99,R,3124440,0,1996-09-13,English
tt0116594,I Shot Andy Warhol,6.6,75,6128,"Biography, Drama",103,R,1875527,0,1996-05-01,English
tt0115862,The Chamber,6,45,12085,"Crime, Drama, Thriller",113,R,22540359,50000000,1996-10-11,English
tt0117979,The Truth About Cats & Dogs,6.2,64,24218,"Comedy, Romance",97,PG-13,34861807,0,1996-04-26,English
tt0116839,Lawnmower Man 2: Beyond Cyberspace,2.5,29,8738,"Action, Sci-Fi, Thriller",93,PG-13,2409225,15000000,1996-01-12,English
tt0117965,The Trigger Effect,5.7,66,5756,"Drama, Thriller",94,R,3622979,8000000,1996-08-30,English
tt0117119,My Fellow Americans,6.5,49,13604,"Adventure, Comedy",101,PG-13,22313201,21500000,1996-12-20,English
tt0120238,SubUrbia,6.8,62,8397,"Comedy, Drama",121,R,656747,0,1997-07-03,English
tt0115906,Citizen Ruth,7,64,6893,"Comedy, Drama",106,R,285112,3000000,1996-12-13,English
tt0116421,The Glimmer Man,5.4,33,17911,"Action, Comedy, Crime",91,R,20351264,45000000,1996-10-04,English
tt0117791,Surviving Picasso,6.4,55,6590,"Biography, Drama, Romance",125,R,2021348,16000000,1996-09-20,English
tt0116414,Girl 6,5.1,44,5597,"Comedy, Drama",108,R,4939939,12000000,1996-03-22,English
tt0115495,Albino Alligator,6.1,48,7337,"Crime, Drama, Thriller",97,R,339379,6000000,1997-01-17,English
tt0117958,Trees Lounge,7.1,76,12870,"Comedy, Drama",95,R,749741,1300000,1996-10-11,English
tt0116823,Larger Than Life,5.6,43,6439,"Comedy, Family",93,PG,8315693,30000000,1996-11-01,English
tt0117104,Mrs. Winterbourne,6.2,35,6569,"Comedy, Drama, Romance",105,PG-13,10082005,25000000,1996-04-19,English
tt0117002,Mary Reilly,5.8,44,13455,"Drama, Horror, Romance",108,R,12379402,47000000,1996-02-23,English
tt0116531,High School High,5.5,33,12158,"Comedy, Crime, Romance",86,PG-13,21302121,0,1996-10-25,English
tt0115836,Carpool,5,15,4235,Comedy,89,PG,3325651,17000000,1996-08-23,English
tt0116165,Ed,2.7,25,7961,"Comedy, Family, Sport",94,PG,4422380,24000000,1996-03-15,English
tt0116745,Kansas City,6.4,57,4094,"Crime, Drama, Music",116,R,1356828,19000000,1996-08-16,English
tt0119783,Night Falls on Manhattan,6.6,58,5981,"Crime, Drama",113,R,9889670,0,1997-05-16,English
tt0117561,Schizopolis,6.9,44,4945,"Comedy, Fantasy, Mystery",96,Not Rated,10580,250000,1997-04-09,English
tt0118113,Walking and Talking,6.7,67,2934,"Comedy, Drama, Romance",86,R,1287480,1000000,1996-07-17,English
tt0116275,A Family Thing,7,71,3056,"Comedy, Drama",109,PG-13,10125417,0,1996-03-29,English
tt0117091,Mother,6.9,76,5426,"Comedy, Drama",104,PG-13,19145198,0,1997-01-24,English
tt0116768,Kids in the Hall: Brain Candy,6.9,55,7866,Comedy,89,R,2654308,0,1996-04-19,English
tt0117128,Mystery Science Theater 3000: The Movie,7.3,65,17270,"Comedy, Sci-Fi",73,PG-13,1007306,0,1996-06-21,English
tt0116070,The Delta,5.5,60,621,Drama,85,Unrated,18134,0,1997-08-15,English
tt0117773,The Substance of Fire,6,54,568,Drama,97,R,31638,0,1997-03-14,English
tt0120338,Titanic,7.8,75,981528,"Drama, Romance",194,PG-13,2187463944,200000000,1997-12-19,English
tt0119217,Good Will Hunting,8.3,70,790913,"Drama, Romance",126,R,225933435,10000000,1998-01-09,English
tt0119558,Lolita,6.9,46,48224,"Drama, Romance",137,R,1071255,62000000,1998-09-25,English
tt0119654,Men in Black,7.3,71,488305,"Action, Adventure, Comedy",98,PG-13,589390539,90000000,1997-07-02,English
tt0119282,Hercules,7.3,74,188849,"Animation, Adventure, Comedy",93,G,252712101,85000000,1997-06-27,English
tt0119174,The Game,7.8,61,322233,"Drama, Mystery, Thriller",129,R,109423648,50000000,1997-09-12,English
tt0118749,Boogie Nights,7.9,85,224203,Drama,155,R,43101594,15000000,1997-10-31,English
tt0118688,Batman & Robin,3.7,28,222910,"Action, Sci-Fi",125,PG-13,238235915,125000000,1997-06-20,English
tt0120201,Starship Troopers,7.2,51,254961,"Action, Adventure, Sci-Fi",129,R,121214377,105000000,1997-11-07,English
tt0119396,Jackie Brown,7.5,64,294393,"Crime, Drama, Thriller",154,R,39673162,12000000,1997-12-25,English
tt0118884,Contact,7.4,62,240092,"Drama, Mystery, Sci-Fi",150,PG,171120329,90000000,1997-07-11,English
tt0119177,Gattaca,7.8,64,266035,"Drama, Sci-Fi, Thriller",106,PG-13,12532777,36000000,1997-10-24,English
tt0118971,The Devil's Advocate,7.5,60,308667,"Drama, Mystery, Thriller",144,R,152944660,57000000,1997-10-17,English
tt0119094,Face/Off,7.3,82,332424,"Action, Crime, Sci-Fi",138,R,245676146,80000000,1997-06-27,English
tt0119081,Event Horizon,6.7,35,146996,"Horror, Sci-Fi, Thriller",96,R,26673242,60000000,1997-08-15,English
tt0119822,As Good as It Gets,7.7,67,259577,"Comedy, Drama, Romance",139,PG-13,314178011,50000000,1997-12-25,English
tt0119488,L.A. Confidential,8.2,90,503349,"Crime, Drama, Mystery",138,R,126216940,35000000,1997-09-19,English
tt0118655,Austin Powers: International Man of Mystery,7,51,210808,"Adventure, Comedy",89,PG-13,67683989,16500000,1997-05-02,English
tt0119528,Liar Liar,6.9,70,265544,"Comedy, Fantasy",86,PG-13,302710615,45000000,1997-03-21,English
tt0118617,Anastasia,7.1,61,104986,"Animation, Adventure, Drama",94,G,139804348,50000000,1997-11-21,English
tt0120094,Selena,6.7,67,22899,"Biography, Drama, Music",127,PG,35281794,20000000,1997-03-21,English
tt0118928,Dante's Peak,5.9,43,75977,"Action, Adventure, Thriller",108,PG-13,178127760,116000000,1997-02-07,English
tt0119978,The Rainmaker,7.2,72,57561,"Crime, Drama, Thriller",135,PG-13,45916769,40000000,1997-11-21,English
tt0116922,Lost Highway,7.6,52,121424,"Mystery, Thriller",134,R,3703548,15000000,1997-01-15,English
tt0119190,George of the Jungle,5.4,53,66930,"Action, Adventure, Comedy",92,PG,174463257,55000000,1997-07-16,English
tt0119008,Donnie Brasco,7.7,76,259386,"Biography, Crime, Drama",127,R,124909762,35000000,1997-02-28,English
tt0118571,Air Force One,6.5,61,170475,"Action, Drama, Thriller",124,R,315156409,85000000,1997-07-25,English
tt0118880,Con Air,6.9,52,262125,"Action, Crime, Thriller",115,R,224012234,75000000,1997-06-06,English
tt0120082,Scream 2,6.2,63,148175,"Horror, Mystery",120,R,172363301,24000000,1997-12-12,English
